A05B;O;Herztransplantation ohne Beatmung > 179 Stunden, Alter > 15 Jahre;25,432;;57,3;18;1,066;75;0,353;;x;x
A06A;O;"Beatmung > 1799 Stunden mit komplexer OR-Prozedur oder Polytrauma, mit hochkomplexem Eingriff oder intensivmedizinischer Komplexbehandlung > 3920 / 3680 
Aufwandspunkte";64,137;;113,3;;;131;0,513;;x;x
A06B;O;"Beatmung > 1799 Stunden mit komplexer OR-Prozedur oder Polytrauma, ohne hochkomplexen Eingriff, ohne intensivmedizinische Komplexbehandlung > 3920 / 3680 
Aufwandspunkte oder ohne komplexe OR-Prozedur, ohne Polytrauma";46,933;;98,5;;;116;0,452;;x;x
A07A;O;"Beatmung > 999 Stunden oder > 499 Stunden mit intensivmedizinischer Komplexbehandlung > 4900 / 4600 
Aufwandspunkte, mit komplexer OR-Prozedur oder Polytrauma und int. Komplexbehandlung > 3920 / 3680 P. oder mit hochkomplexem oder dreizeitigem Eingriff";44,753;;73,5;;;91;0,521;;x;x
A07B;O;"Beatmung > 999 Stunden oder > 499 Stunden mit intensivmedizinischer Komplexbehandlung > 4900 / 4600 
Aufwandspunkte, mit komplexer OR-Prozedur und komplizierender Konstellation oder mit Polytrauma oder Alter < 16 Jahre";36,819;;64,0;;;82;0,512;;x;x
A07C;O;"Beatmung > 999 Stunden oder > 499 Stunden mit intensivmedizinischer Komplexbehandlung > 4900 / 4600 
Aufwandspunkte, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, mit intensivmedizinischer Komplexbehandlung > 2352 / 2208 Aufwandspunkte";31,647;;65,1;;;83;0,456;0,449;;x
A07D;O;Beatmung > 999 Stunden ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne intensivmedizinische Komplexbehandlung > 2352 / 2208 Aufwandspunkte, mit komplexer Diagnose;26,401;;54,0;;;72;0,330;0,463;;x
A07E;O;Beatmung > 999 Stunden ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne intensivmedizinische Komplexbehandlung > 2352 / 2208 Aufwandspunkte, ohne komplexe Diagnose;24,266;;56,3;;;74;0,292;0,410;;x
A09A;O;Beatmung > 499 Stunden oder > 249 Stunden mit int. Komplexbeh. > 2352 / 2208 P., mit angeb. Fehlbild. od. Tumorerkr., Alter < 3 J. od. mit kompl. OR-Proz. oder Polytrauma od. int. Komplexbeh. > 3430 / 3220 P. und hochkompl. Eingr. od. Alter < 16 J.;28,218;;47,8;;;66;0,470;;x;x
A09B;O;"Beatmung > 499 Stunden oder > 249 Stunden mit intensivmed. Komplexbehandlung > 2352 / 2208 
Aufwandsp., mit kompl. OR-Prozedur od. Polytrauma od. intensivmed. Komplexbehandlung > 3430 / 3220 
Aufwandsp., mit sehr kompl. Eingriff od. kompliz. Konstellation";24,973;;42,5;;;60;0,482;;x;x
A09C;O;"Beatmung > 499 Stunden oder > 249 Stunden mit intensivmedizinischer Komplexbehandlung > 2352 / 2208 
Aufwandspunkte, mit komplexer OR-Prozedur oder Polytrauma oder int. Komplexbeh. > 2352 / 2208 P. oder kompliz. Konstellation oder Alter < 16 Jahre ";19,580;;38,8;;;57;0,458;;x;x
A09D;O;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, mit intensivmedizinischer Komplexbehandlung > 1470 / 1380 und < 2353 / 2209 Aufwandspunkte;18,245;;40,4;;;58;0,303;;x;x
A09E;O;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, ohne intensivmedizinische Komplexbehandlung > 1470 / 1380 Aufwandspunkte, mit komplexer Diagnose oder Prozedur;15,073;;33,8;;;52;0,300;0,416;;x
A09F;O;Beatmung > 499 Stunden, ohne komplexe OR-Prozedur, ohne Polytrauma, Alter > 15 Jahre, ohne komplizierende Konstellation, ohne intensivmedizinische Komplexbehandlung > 1470 / 1380 Aufwandspunkte, ohne komplexe Diagnose, ohne komplexe Prozedur;13,824;;33,7;;;52;0,279;0,388;;x
A11A;O;"Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 
Aufwandspunkte, mit hochkompl. Eingriff oder Alter < 2 J. bei angeborener Fehlbildung od. mit kompliz. Konstellation und best. OR-Prozedur, Alter < 16 J.";20,680;;40,0;12;1,204;58;0,391;;x;x
A11B;O;"Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 
Aufwandspunkte, mit komplexer OR-Prozedur und Alter < 16 Jahre oder kompliz. Konstellation, oder bei Tumor oder angeborener Fehlbildung, Alter < 3 Jahre";14,922;;24,8;;;43;0,467;;x;x
A11C;O;Beatmung > 249 Stunden, ohne komplexe OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1764 / 1656 Aufwandspunkte, mit komplizierender Konstellation und bestimmter OR-Prozedur, Alter > 15 Jahre;13,272;;27,0;;;45;0,425;;x;x
A11D;O;Beatmung > 249 Stunden, mit komplexer OR-Prozedur, ohne hochkomplexen Eingriff, ohne intensivmedizinische Komplexbehandlung > 1764 / 1656 Aufwandspunkte, ohne komplizierende Konstellation, Alter > 15 Jahre;12,263;;23,6;;;41;0,308;;x;x
A11E;O;"Beatmung > 249 Stunden oder > 95 Stunden mit intensivmedizinischer Komplexbehandlung > 1764 / 1656 
Aufwandspunkte, mit bestimmter OR-Prozedur oder kompliz. Konstellation oder int. Komplexbeh. > 1176 / 1104 P. oder Alter < 6 Jahre";11,236;;25,6;;;44;0,287;;x;x
A11F;O;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1176 / 1104 Aufwandspunkte, ohne komplizierende Konstellation, Alter > 5 Jahre, mit komplexer Diagnose oder Prozedur oder Alter < 16 Jahre;9,118;;21,8;;;38;0,285;0,389;;x
A11G;O;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1176 / 1104 Aufwandspunkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, mit äußerst schweren CC;7,817;;20,1;;;36;0,266;0,361;;x
A11H;O;Beatmung > 249 Stunden, ohne komplexe oder bestimmte OR-Prozedur, ohne intensivmedizinische Komplexbehandlung > 1176 / 1104 Aufwandspunkte, ohne komplizierende Konstellation, Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne äußerst schwere CC;7,023;;19,9;;;34;0,243;0,330;;x
A13A;O;"Beatmung > 95 Stunden mit hochkomplexem Eingriff od. mit komplexer OR-Prozedur u. intensivmed. Komplexbeh. 
> 1176 / 1104 P. od. mit kompliz. Konst. u. best. OR-Proz. und Alter < 16 J. od. intensivmed. Komplexbeh. > 1176 / 1104 P. bei Lymphom und Leukämie";14,107;;26,1;8;0,971;44;0,358;;x;x
A13B;O;Beatmung > 95 Stunden mit komplexer OR-Prozedur und sehr komplexem Eingriff oder Eingriff bei angeborener Fehlbildung, Alter < 10 Jahre, oder mit intensivmed. Komplexbehandlung > 1176 / 1104 Punkte und komplizierender Konstellation;10,417;;20,9;6;1,027;39;0,345;;x;x
A13C;O;Beatmung > 95 Stunden ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur und kompliz. Konstellation, Alter > 15 J. oder mit intensivmed. Komplexbehandlung > 1176 / 1104 Punkte od. Alter < 16 J., ohne Lymphom und Leukämie, ohne kompliz. Konstellation;9,919;;27,6;8;0,927;46;0,302;;x;x
A13D;O;"Beatmung > 95 Stunden mit komplexer OR-Prozedur, ohne hochkomplexen oder sehr komplexen Eingriff, ohne intensivmedizinische Komplexbehandlung > 1176 / 1104 
Aufwandspunkte, ohne komplizierende Konstellation, ohne Eingriff bei angeborener Fehlbildung";8,193;;18,9;5;1,000;36;0,222;;x;x
A13E;O;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, mit bestimmter OR-Prozedur oder komplizierender Konstellation oder mit intensivmedizinischer Komplexbehandlung > 588 / 552 Aufwandspunkte und < 1177 / 1105 Aufwandspunkte oder Alter < 16 Jahre;7,401;;20,6;6;0,938;39;0,223;;x;x
A13F;O;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, verstorben oder verlegt < 9 Tage oder ohne bestimmte OR-Proz., ohne kompliz. Konstellation, ohne int. Komplexbehandlung > 588 / 552 Aufwandspunkte, Alter > 15 Jahre, mit komplexer Diagnose oder Prozedur;4,950;;12,9;;;28;0,250;0,332;;x
A13G;O;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, verstorben oder verlegt < 9 Tage oder ohne bestimmte OR-Proz., ohne kompliz. Konst., ohne int. Komplexbeh. > 588 / 552 P., Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, mit äußerst schweren CC;3,970;;13,4;;;30;0,202;0,268;;x
A13H;O;Beatmung > 95 Stunden, ohne komplexe OR-Prozedur, ohne bestimmte OR-Prozedur, ohne kompliz. Konstellation, ohne int. Komplexbeh. > 588 / 552 P., Alter > 15 Jahre, ohne komplexe Diagnose oder Prozedur, ohne äußerst schwere CC;3,644;;12,7;3;0,898;26;0,197;0,261;;x
A15B;O;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter < 16 Jahre;12,918;;30,2;9;1,287;44;0,497;;x;x
A15C;O;Knochenmarktransplantation / Stammzelltransfusion, autogen, außer bei Plasmozytom, Alter > 15 Jahre;7,338;;23,1;7;0,914;34;0,316;;x;x
A15D;O;Knochenmarktransplantation / Stammzelltransfusion, autogen, bei Plasmozytom;5,559;;20,2;6;0,793;29;0,275;;x;x
A17A;O;Nierentransplantation mit postoperativem Versagen des Nierentransplantates oder Alter < 16 Jahre oder AB0-inkompatible Transplantation;8,470;;25,4;7;0,838;43;0,276;;x;x
A17B;O;Nierentransplantation ohne postoperatives Versagen des Nierentransplantates, Alter > 15 Jahre oder ohne AB0-inkompatible Transplantation;6,010;;17,1;5;0,767;28;0,281;;x;x
A18Z;O;Beatmung > 999 Stunden und Transplantation von Leber, Lunge, Herz und Knochenmark oder Stammzelltransfusion;59,034;;93,8;;;112;0,633;;x;x
A36A;O;"Intensivmedizinische Komplexbehandlung > 1764 / 1656 
Aufwandspunkte bei bestimmten Krankheiten und Störungen oder intensivmedizinische Komplexbehandlung > 588 / 552 
Aufwandspunkte bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen";21,563;;48,1;15;1,286;66;0,428;;x;x
A36B;O;Intensivmedizinische Komplexbehandlung > 588 / 552 und < 1765 / 1657 Aufwandspunkte bei bestimmten Krankheiten und Störungen oder komplizierende Konstellation bei Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen;9,571;;29,2;9;0,872;47;0,299;;x;x
A42A;A;Stammzellentnahme bei Eigenspender mit Chemotherapie;2,862;;16,7;5;0,474;28;0,190;0,161;;x
A42B;A;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter < 16 Jahre;2,493;;3,8;1;1,211;9;0,646;0,510;;x
A42C;A;Stammzellentnahme bei Eigenspender ohne Chemotherapie, Alter > 15 Jahre;1,277;;5,2;1;0,751;12;0,245;0,205;;x
A60A;M;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, mit Entfernung eines Organtransplantates oder komplexer OR-Prozedur oder äußerst schweren CC;2,537;;14,7;4;0,427;31;0,171;;x;x
A60B;M;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, Alter < 16 Jahre;1,140;;4,9;;;13;0,202;;x;x
A60C;M;Versagen und Abstoßung eines Organtransplantates, mehr als ein Belegungstag, ohne Entfernung eines Organtransplantates, ohne komplexe OR-Prozedur, ohne äußerst schwere CC, Alter > 15 Jahre;1,099;;7,8;2;0,338;18;0,130;;x;x
A60D;M;Versagen und Abstoßung eines Organtransplantates, ein Belegungstag;0,359;;1,0;;;;;;;x
A61A;M;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, mit äußerst schweren CC;4,393;;19,2;5;0,713;37;0,225;0,212;;x
A61B;M;Versagen und Abstoßung eines Transplantates hämatopoetischer Zellen, ohne äußerst schwere CC;0,835;;3,6;1;0,585;10;0,222;0,174;;x
A62Z;M;Evaluierungsaufenthalt vor Herztransplantation;3,414;;15,3;4;0,544;30;0,178;0,167;;x
A63Z;M;Evaluierungsaufenthalt vor Lungen- oder Herz-Lungen-Transplantation;2,427;;11,6;3;0,524;23;0,206;0,166;;x
A64Z;M;Evaluierungsaufenthalt vor Leber-, Dünndarm oder Nieren-Pankreas-Transplantation;2,037;;10,9;3;0,450;24;0,166;0,152;;x
A66Z;M;Evaluierungsaufenthalt vor anderer Organtransplantation;0,987;;4,0;1;0,447;10;0,225;0,180;;x
A69Z;M;Evaluierungsaufenthalt vor Organtransplantation ohne Aufnahme auf eine Warteliste;2,136;;11,6;3;0,457;25;0,175;0,145;;x
MDC 01 Krankheiten und Störungen des Nervensystems;;;;;;;;;;;;
B01Z;O;Mehrzeitige komplexe OR-Prozeduren bei Krankheiten und Störungen des Nervensystems;6,396;;21,2;6;0,574;38;0,226;;x;
B02A;O;Komplexe Kraniotomie oder Wirbelsäulen-Operation mit Strahlentherapie, mehr als 8 Bestrahlungen, bei bestimmter Neubildung des Nervensystems oder Alter < 6 Jahre und äuß. schw. CC, bei best. Neubildung d. Nervensyst. oder mit best. Eingr. am Schädel;9,536;;41,1;13;0,539;59;0,184;;x;
B02B;O;Komplexe Kraniotomie oder Wirbelsäulen-Operation mit Strahlentherapie, mehr als 8 Bestrahlungen oder Alter > 5 Jahre und Alter < 18 Jahre mit gr. intrakran. Eingriff und äuß. schw. CC, bei best. Neubildung d. Nervensyst. oder mit best. Eingr. am Schädel;8,162;;33,2;10;0,542;51;0,180;;x;
B02C;O;Komplexe Kraniotomie oder Wirbelsäulen-Operation, Alter < 6 Jahre oder Alter < 18 Jahre mit großem intrakraniellen Eingriff und äußerst schweren CC oder mit komplizierender Konstellation oder mit verschiedenartiger komplexer Prozedur;4,488;;13,6;4;0,534;27;0,208;;x;
B02D;O;Komplexe Kraniotomie oder Wirbelsäulen-Operation ohne Strahlentherapie, Alter > 5 Jahre oder ohne äußerst schwere CC, ohne bestimmten Eingriff am Schädel, ohne komplizierende Konstellation, ohne verschiedenartige komplexe Prozedur;3,828;;14,0;4;0,597;29;0,213;;x;
B03Z;O;Operative Eingriffe bei nicht akuter Para- / Tetraplegie oder Eingriffe an Wirbelsäule und Rückenmark bei bösart. Neubild. od. mit schw. CC od. mit intraop. Monitoring od. Eingriffe b. zerebraler Lähmung, Muskeldystrophie, Neuropathie mit äuß. schw. CC;3,240;;13,7;4;0,397;29;0,167;0,135;;
B04A;O;Interventionelle und beidseitige Eingriffe an den extrakraniellen Gefäßen mit äußerst schweren CC;4,699;;15,0;4;0,738;30;0,172;;x;
B04B;O;Eingriffe an den extrakraniellen Gefäßen mit äußerst schweren CC und beidseitige Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC;3,004;;14,1;4;0,430;28;0,107;;x;
B04C;O;Interventionelle Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC;1,647;;4,8;1;0,391;11;0,169;;x;
B04D;O;Eingriffe an den extrakraniellen Gefäßen ohne äußerst schwere CC;1,505;;6,1;1;0,395;11;0,090;;x;
B05Z;O;Dekompression bei Karpaltunnelsyndrom;0,577;;2,8;1;0,172;6;0,077;0,080;;
B07Z;O;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems mit äußerst schweren CC oder komplizierender Diagnose;3,138;;16,4;4;0,464;33;0,099;0,134;;
B09A;O;Andere Eingriffe am Schädel mit äußerst schweren CC;2,589;;10,8;3;0,460;22;0,119;0,155;;
B09B;O;Andere Eingriffe am Schädel ohne äußerst schwere CC;1,193;;5,5;1;0,674;12;0,080;0,097;;
B12Z;O;Implantation eines Herzschrittmachers bei Krankheiten und Störungen des Nervensystems oder perkutan-transluminale Gefäßintervention an Herz und Koronargefäßen;2,844;;13,8;4;0,400;27;0,101;0,135;;
B15Z;O;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, mehr als 10 Bestrahlungen;3,669;;23,6;7;0,455;42;0,154;;x;x
B16Z;O;Strahlentherapie bei Krankheiten und Störungen des Nervensystems, mehr als ein Belegungstag, weniger als 11 Bestrahlungen;1,639;;9,4;2;0,527;22;0,168;;x;x
B17A;O;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, mit komplexer Diagnose;2,388;;6,3;1;0,522;15;0,115;0,142;;
B17B;O;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebraler Lähmung, Muskeldystrophie oder Neuropathie, ohne komplexe Diagnose, mit komplexem Eingriff;1,677;;4,6;1;0,265;10;0,081;0,095;;
B17C;O;Eingriffe an periph. Nerven, Hirnnerven und anderen Teilen des Nervensyst. oder Eingr. bei zerebr. Lähmung, Muskeldystrophie oder Neuropathie, ohne komplexe Diagnose, ohne komplexen Eingriff, Alter < 19 Jahre oder mit schweren CC, Alter < 16 Jahre;1,300;;4,4;1;0,372;10;0,240;0,139;;
B17D;O;Eingriffe an periph. Nerven, Hirnnerven und anderen Teilen des Nervensyst. oder Eingr. bei zerebr. Lähmung, Muskeldystrophie oder Neuropathie, ohne komplexe Diagnose, ohne komplexen Eingriff, Alter < 19 Jahre oder mit schweren CC, Alter > 15 Jahre;1,491;;8,1;2;0,384;19;0,099;0,126;;
B17E;O;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. Lähmung, Muskeldystrophie oder Neuropathie, ohne kompl. Diagn., ohne kompl. Eingr., ohne schw. CC, Alter > 18 Jahre, mit mäßig kompl. Eingr.;1,061;;5,0;1;0,487;12;0,081;0,096;;
B17F;O;Eingriffe an peripheren Nerven, Hirnnerven und anderen Teilen des Nervensystems oder Eingriff bei zerebr. Lähmung, Muskeldystrophie od. Neuropathie, ohne kompl. Diagnose, ohne mäßig kompl. od. kompl. Eingr., ohne äuß. schw. oder schw. CC, Alter > 18 J.;0,799;;3,2;1;0,264;7;0,075;0,082;;
B18Z;O;Eingriffe an Wirbelsäule und Rückenmark außer bei bösartiger Neubildung, ohne äußerst schwere oder schwere CC oder Revision eines Ventrikelshuntes;1,970;;8,4;2;0,338;18;0,084;0,108;;
B20A;O;Kraniotomie oder große Wirbelsäulen-Operation mit komplexer Prozedur, Alter < 16 Jahre;2,922;;8,5;2;0,560;16;0,268;;x;
B20B;O;Kraniotomie oder große Wirbelsäulen-Operation mit komplexer Prozedur, Alter > 15 Jahre, mit intraoperativem neurophysiologischen Monitoring oder komplexer Diagnose;3,144;;10,6;3;0,424;20;0,199;;x;
B20C;O;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter < 3 Jahre oder Alter < 18 Jahre mit großem intrakraniellen Eingriff;2,564;;8,2;2;0,540;17;0,219;;x;
B20D;O;Kraniotomie oder große Wirbelsäulen-Operation mit komplexer Prozedur, Alter > 15 Jahre, ohne intraoperatives neurophysiologisches Monitoring, ohne komplexe Diagnose;2,429;;9,3;2;0,447;19;0,177;;x;
B20E;O;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter > 2 Jahre, mit komplexer Diagnose oder bestimmtem Eingriff bei Trigeminusneuralgie;2,454;;9,1;2;0,529;20;0,175;;x;
B20F;O;Kraniotomie oder große Wirbelsäulen-Operation ohne komplexe Prozedur, Alter > 2 Jahre, ohne komplexe Diagnose, ohne bestimmten Eingriff bei Trigeminusneuralgie;1,885;;8,8;2;0,451;19;0,160;;x;
B21A;O;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, mit Sondenimplantation;9,848;;13,8;4;0,327;23;0,083;0,111;;
B21B;O;Implantation eines Neurostimulators zur Hirnstimulation, Mehrelektrodensystem, ohne Sondenimplantation;5,455;;4,3;1;0,236;10;0,076;0,088;;
B36A;O;"Intensivmedizinische Komplexbehandlung > 1764 / 1656 
Aufwandspunkte oder > 1176 / 1104 Aufwandspunkte mit bestimmter OR-Prozedur bei Krankheiten und Störungen des Nervensystems";17,073;;36,3;11;1,255;54;0,415;;x;x
B36B;O;"Intensivmedizinische Komplexbehandlung > 1176 / 1104 
Aufwandspunkte und < 1765 / 1657 Aufwandspunkte ohne best. OR-Prozedur oder > 588 / 552 Aufwandspunkte und < 1177 / 1105 Aufwandspunkte mit best. OR-Proz. bei Krankheiten und Störungen d. Nervensystems";10,748;;27,0;8;1,035;45;0,345;;x;x
B39A;O;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, mehr als 72 Stunden mit komplexem Eingriff oder mit komplizierender Konstellation;5,990;;14,3;4;0,961;27;0,236;;x;
B39B;O;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, bis 72 Stunden mit komplexem Eingriff, oder mehr als 72 Stunden, ohne komplexen Eingriff, ohne komplizierende Konstellation;3,778;;13,2;3;0,774;25;0,164;;x;
B39C;O;Neurologische Komplexbehandlung des akuten Schlaganfalls mit bestimmter OR-Prozedur, bis 72 Stunden, ohne komplexen Eingriff, ohne komplizierende Konstellation;2,613;;12,1;3;0,505;23;0,116;;x;
B42A;A;Frührehabilitation bei Krankheiten und Störungen des Nervensystems bis 27 Tage mit neurologischer Komplexbehandlung des akuten Schlaganfalls oder fachübergreifende u. andere Frührehabilitation mit neurologischer Komplexbehandlung des akuten Schlaganfalls;4,092;;23,3;;;35;0,122;0,167;;
B42B;A;Frührehabilitation bei Krankheiten und Störungen des Nervensystems bis 27 Tage ohne neurologische Komplexbehandlung des akuten Schlaganfalls;3,527;;21,2;;;31;0,116;0,159;;
B44A;A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems mit schwerer motorischer Funktionseinschränkung, mit neurologischer Komplexbehandlung des akuten Schlaganfalls;3,618;;26,6;;;41;0,094;0,130;;
B44B;A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems mit schwerer motorischer Funktionseinschränkung, ohne neurologische Komplexbehandlung des akuten Schlaganfalls;2,349;;21,9;;;34;0,074;0,102;;
B44C;A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems ohne schwere motorische Funktionseinschränkung, mit neurologischer Komplexbehandlung des akuten Schlaganfalls;3,113;;25,7;;;38;0,084;0,116;;
B44D;A;Geriatrische frührehabilitative Komplexbehandlung bei Krankheiten und Störungen des Nervensystems ohne schwere motorische Funktionseinschränkung, ohne neurologische Komplexbehandlung des akuten Schlaganfalls;1,929;;19,8;;;30;0,068;0,092;;
B47Z;A;Multimodale Schmerztherapie bei Krankheiten und Störungen des Nervensystems;1,243;;12,7;;;20;0,067;0,089;;x
B48Z;A;Frührehabilitation bei Multipler Sklerose und zerebellarer Ataxie, nicht akuter Para- / Tetraplegie oder anderen neurologischen Erkrankungen;1,880;;18,2;;;23;0,072;0,098;;
B60A;M;Nicht akute Paraplegie / Tetraplegie, mehr als ein Belegungstag;1,114;;8,6;2;0,368;18;0,090;0,115;;
B60B;M;Nicht akute Paraplegie / Tetraplegie, ein Belegungstag;0,231;;1,0;;;;;;;
B61A;M;Bestimmte akute Erkrankungen und Verletzungen des Rückenmarks mit komplexem Eingriff, weniger als 14 Belegungstage, wegverlegt;4,158;;8,7;2;0,768;;;;x;
B63Z;M;Demenz und andere chronische Störungen der Hirnfunktion;0,923;;8,2;2;0,304;17;0,078;0,099;;
B64Z;M;Delirium;0,848;;7,4;1;0,619;17;0,080;0,101;;
B66A;M;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter < 10 Jahre oder mit komplizierender Konstellation;2,783;;13,0;3;0,679;29;0,209;0,194;;x
B66B;M;Neubildungen des Nervensystems mit äußerst schweren CC, mehr als ein Belegungstag, Alter > 9 Jahre, ohne komplizierende Konstellation;1,679;;12,5;3;0,410;27;0,092;0,121;;x
B66C;M;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter < 1 Jahr;1,062;;4,1;1;0,504;8;0,244;0,197;;x
B66D;M;Neubildungen des Nervensystems, ein Belegungstag oder ohne äußerst schwere CC, Alter > 0 Jahre;0,795;;5,5;1;0,513;14;0,099;0,120;;x
B67A;M;Morbus Parkinson mit äußerst schweren CC oder schwerster Beeinträchtigung;1,549;;15,6;4;0,308;29;0,069;0,093;;
